file_name,transcription
train\040100_61\040100_61.wav,starfish
train\040100_62\040100_62.wav,shell
train\040100_63\040100_63.wav,shell
train\040100_64\040100_64.wav,shell
train\040100_65\040100_65.wav,is this a shell
train\040100_66\040100_66.wav,shell
train\040100_67\040100_67.wav,shell
train\040100_68\040100_68.wav,shell
train\040100_69\040100_69.wav,rock
train\040100_7\040100_7.wav,i can pop it
train\040100_70\040100_70.wav,a rock
train\040100_71\040100_71.wav,i see a boat
train\040100_72\040100_72.wav,a birdie
train\040100_73\040100_73.wav,where is a ball
train\040100_74\040100_74.wav,no its a shell
train\040100_75\040100_75.wav,bucket
train\040100_76\040100_76.wav,bucket
train\040100_77\040100_77.wav,where is a chair
train\040100_78\040100_78.wav,little tiny chair
train\040100_79\040100_79.wav,a crab
train\040100_8\040100_8.wav,i can pop it
train\040100_80\040100_80.wav,bucket
train\040100_81\040100_81.wav,bucket
train\040100_82\040100_82.wav,shovel
train\040100_83\040100_83.wav,shovel
train\040100_84\040100_84.wav,i like snails
train\040100_85\040100_85.wav,a floatie
train\040100_86\040100_86.wav,this one is a floatie
train\040100_87\040100_87.wav,mom is that is a floatie
train\040100_88\040100_88.wav,tube
train\040100_89\040100_89.wav,the water
train\040100_9\040100_9.wav,i can pop it
train\040100_90\040100_90.wav,i want it
train\040100_91\040100_91.wav,a raft
train\040100_92\040100_92.wav,i want it
train\040100_93\040100_93.wav,i want it
train\040100_94\040100_94.wav,one of these
train\040100_95\040100_95.wav,the shell
train\040100_96\040100_96.wav,a snail
train\040100_97\040100_97.wav,i want it
train\040100_98\040100_98.wav,ooh its green
train\040100_99\040100_99.wav,right by the snail
train\040107_1\040107_1.wav,cake
train\040107_10\040107_10.wav,dishes
train\040107_100\040107_100.wav,apple
train\040107_101\040107_101.wav,a cheese
train\040107_102\040107_102.wav,a tomato
train\040107_103\040107_103.wav,tomato
train\040107_104\040107_104.wav,salad
train\040107_105\040107_105.wav,lettuce
train\040107_106\040107_106.wav,a sugar
train\040107_107\040107_107.wav,pie
train\040107_108\040107_108.wav,tomato apple
train\040107_109\040107_109.wav,apple
train\040107_11\040107_11.wav,a trash can
train\040107_12\040107_12.wav,a girl
train\040107_13\040107_13.wav,the trash can
train\040107_14\040107_14.wav,yyy one two three cookie jar
train\040107_15\040107_15.wav,i want it
train\040107_16\040107_16.wav,a toaster
train\040107_17\040107_17.wav,i want it
train\040107_18\040107_18.wav,a boy with a hat
train\040107_19\040107_19.wav,a lamb
train\040107_2\040107_2.wav,i want it
train\040107_20\040107_20.wav,yellow
train\040107_21\040107_21.wav,a yam
train\040107_22\040107_22.wav,yam
train\040107_23\040107_23.wav,yam
train\040107_24\040107_24.wav,yam
train\040107_25\040107_25.wav,yawn
train\040107_26\040107_26.wav,yawning
train\040107_27\040107_27.wav,lawn
train\040107_28\040107_28.wav,lawn
train\040107_29\040107_29.wav,yyy
train\040107_3\040107_3.wav,how about the flowers on the table
train\040107_30\040107_30.wav,what do this one
train\040107_31\040107_31.wav,eggs
train\040107_32\040107_32.wav,lay eggs
train\040107_33\040107_33.wav,yay
train\040107_34\040107_34.wav,flag
train\040107_35\040107_35.wav,nut
train\040107_36\040107_36.wav,axe
train\040107_37\040107_37.wav,egg
train\040107_38\040107_38.wav,the end
train\040107_39\040107_39.wav,eel
train\040107_4\040107_4.wav,i want it
train\040107_40\040107_40.wav,eating
train\040107_41\040107_41.wav,us
train\040107_42\040107_42.wav,us
train\040107_43\040107_43.wav,up
train\040107_44\040107_44.wav,uggs
train\040107_45\040107_45.wav,airplane
train\040107_46\040107_46.wav,yyy one monkey and two tigers
train\040107_47\040107_47.wav,and one monkey
train\040107_48\040107_48.wav,try to tease the uh
train\040107_49\040107_49.wav,tease the tigers
train\040107_5\040107_5.wav,a cat
train\040107_50\040107_50.wav,teasing the tigers
train\040107_51\040107_51.wav,pull his tail
train\040107_52\040107_52.wav,his ears
train\040107_53\040107_53.wav,uh because the monkey was too fast
train\040107_54\040107_54.wav,uh go out
train\040107_55\040107_55.wav,yeah
train\040107_56\040107_56.wav,yyy yyy theres birdie yyy steal a chips
train\040107_57\040107_57.wav,i see a birdie steal a
train\040107_58\040107_58.wav,go yyy to a store and steal the chips
train\040107_59\040107_59.wav,white
train\040107_6\040107_6.wav,on the table
train\040107_60\040107_60.wav,no white
train\040107_61\040107_61.wav,steal the chips
train\040107_62\040107_62.wav,to a store
train\040107_63\040107_63.wav,steal a chips
train\040107_64\040107_64.wav,a bag
train\040107_65\040107_65.wav,stole a bag of chips
train\040107_66\040107_66.wav,cucumbers
train\040107_67\040107_67.wav,go out
train\040107_68\040107_68.wav,the squirrel want the candy
train\040107_69\040107_69.wav,theres a squirrel steal a candy bar
train\040107_7\040107_7.wav,a cat is sleeping
train\040107_70\040107_70.wav,a squirrel
train\040107_71\040107_71.wav,its yyy
train\040107_72\040107_72.wav,animal
train\040107_73\040107_73.wav,a little animal
train\040107_74\040107_74.wav,nuts
train\040107_75\040107_75.wav,tree
train\040107_76\040107_76.wav,a nut
train\040107_77\040107_77.wav,its a squirrel
train\040107_78\040107_78.wav,steal steal a candy bar
train\040107_79\040107_79.wav,nuts
train\040107_8\040107_8.wav,he want a cat
train\040107_80\040107_80.wav,pigs
train\040107_81\040107_81.wav,pig
train\040107_82\040107_82.wav,cookie dough
train\040107_83\040107_83.wav,cookie dough
train\040107_84\040107_84.wav,cookie tray
train\040107_85\040107_85.wav,eggs
train\040107_86\040107_86.wav,break the eggs
train\040107_87\040107_87.wav,yyy break the eggs
train\040107_88\040107_88.wav,mix it
train\040107_89\040107_89.wav,mix it up
train\040107_9\040107_9.wav,i want it
train\040107_90\040107_90.wav,a rolling pin
train\040107_91\040107_91.wav,roll it out
train\040107_92\040107_92.wav,yyy yyy my school
train\040107_93\040107_93.wav,it out
train\040107_94\040107_94.wav,cut it out
train\040107_95\040107_95.wav,put it in a pan
train\040107_96\040107_96.wav,bake it
train\040107_97\040107_97.wav,lick the spoon
train\040107_98\040107_98.wav,milk
train\040107_99\040107_99.wav,an apple
train\040120_1\040120_1.wav,it stuck to the wall
train\040120_10\040120_10.wav,i want it
train\040120_100\040120_100.wav,okay
train\040120_101\040120_101.wav,snowman
train\040120_102\040120_102.wav,snowman
train\040120_103\040120_103.wav,a scarf
train\040120_104\040120_104.wav,leaf
train\040120_105\040120_105.wav,mouse
train\040120_106\040120_106.wav,snake
train\040120_107\040120_107.wav,a snake
train\040120_108\040120_108.wav,snake
train\040120_109\040120_109.wav,couch
train\040120_11\040120_11.wav,i want it
train\040120_110\040120_110.wav,reading a book
train\040120_111\040120_111.wav,yyy yyy yyy house
train\040120_112\040120_112.wav,fish
train\040120_113\040120_113.wav,fishies
train\040120_114\040120_114.wav,fishes
train\040120_115\040120_115.wav,shark
train\040120_116\040120_116.wav,yellow green
train\040120_117\040120_117.wav,i want yellow
train\040120_118\040120_118.wav,a duck
train\040120_119\040120_119.wav,a lock
train\040120_12\040120_12.wav,i want it
train\040120_120\040120_120.wav,a keys
train\040120_121\040120_121.wav,money bank
train\040120_122\040120_122.wav,money bank
train\040120_123\040120_123.wav,yyy money bank
train\040120_124\040120_124.wav,a piggy bank
train\040120_125\040120_125.wav,sock
train\040120_126\040120_126.wav,a foot
train\040120_127\040120_127.wav,a spoon
train\040120_128\040120_128.wav,what this
train\040120_129\040120_129.wav,a chef
train\040120_13\040120_13.wav,i want it
train\040120_130\040120_130.wav,chopping
train\040120_131\040120_131.wav,a carrot
train\040120_132\040120_132.wav,with a knife
train\040120_133\040120_133.wav,what is that
train\040120_134\040120_134.wav,a shark
train\040120_135\040120_135.wav,fruit
train\040120_136\040120_136.wav,blocks
train\040120_137\040120_137.wav,building
train\040120_138\040120_138.wav,a computer
train\040120_139\040120_139.wav,lots houses
train\040120_14\040120_14.wav,i want it
train\040120_140\040120_140.wav,lots houses
train\040120_141\040120_141.wav,a beach stickers
train\040120_142\040120_142.wav,i dont know that
train\040120_143\040120_143.wav,what this
train\040120_144\040120_144.wav,heres a beach story
train\040120_145\040120_145.wav,heres a beach stickers
train\040120_146\040120_146.wav,i dont know that
train\040120_147\040120_147.wav,a lighthouse
train\040120_148\040120_148.wav,i see lighthouse at the beach
train\040120_149\040120_149.wav,i just got to yyy yyy
train\040120_15\040120_15.wav,no this i got this a different one
train\040120_150\040120_150.wav,but where is all other stickers
train\040120_151\040120_151.wav,no where is yyy yyy
train\040120_152\040120_152.wav,but where is another yyy
train\040120_153\040120_153.wav,i took them off
train\040120_154\040120_154.wav,a boy with a shovel
train\040120_155\040120_155.wav,we dug a hole
train\040120_156\040120_156.wav,i just see a hole
train\040120_157\040120_157.wav,we saw a hole
train\040120_158\040120_158.wav,this a sand castle
train\040120_159\040120_159.wav,this is gonna be right in water
train\040120_16\040120_16.wav,i was yyy the car
train\040120_160\040120_160.wav,yyy yyy water yyy
train\040120_161\040120_161.wav,this is a moat
train\040120_162\040120_162.wav,my daddy was building a moat
train\040120_163\040120_163.wav,a really big sand castle
train\040120_164\040120_164.wav,yeah he yyy
train\040120_165\040120_165.wav,with these big black yyy
train\040120_166\040120_166.wav,yyy
train\040120_167\040120_167.wav,yyy yyy with mommy too
train\040120_168\040120_168.wav,a water yyy yyy
train\040120_169\040120_169.wav,it has a moat
train\040120_17\040120_17.wav,and i hit a car and hurt it
train\040120_170\040120_170.wav,why this not sticking
train\040120_171\040120_171.wav,oh yeah
train\040120_172\040120_172.wav,i did not have a beach picnic
train\040120_173\040120_173.wav,i did not bring nothing to a beach
train\040120_174\040120_174.wav,but i was hungry
train\040120_175\040120_175.wav,we eat cookies
train\040120_176\040120_176.wav,me want this
train\040120_177\040120_177.wav,i want this
train\040120_178\040120_178.wav,no putting this right here
train\040120_179\040120_179.wav,two castles
train\040120_18\040120_18.wav,blue
train\040120_180\040120_180.wav,three castles
train\040120_181\040120_181.wav,shell
train\040120_182\040120_182.wav,shell
train\040120_183\040120_183.wav,shell
train\040120_184\040120_184.wav,shell
train\040120_185\040120_185.wav,a shell
train\040120_186\040120_186.wav,oh a shovel
train\040120_187\040120_187.wav,yyy a crab
train\040120_188\040120_188.wav,yyy a shell inna water
train\040120_189\040120_189.wav,a crab
train\040120_19\040120_19.wav,yellow
train\040120_190\040120_190.wav,i saw three crab
train\040120_191\040120_191.wav,one s a baby crab
train\040120_192\040120_192.wav,it was a baby crab yyy has a yyy
train\040120_193\040120_193.wav,yyy yyy but it not red
train\040120_194\040120_194.wav,yyy yyy another crab
train\040120_195\040120_195.wav,theres two crabs
train\040120_196\040120_196.wav,yyy one and a yyy one
train\040120_197\040120_197.wav,how bout a snail in a water
train\040120_198\040120_198.wav,yeah because the snails like the water
train\040120_199\040120_199.wav,no likes water
train\040120_2\040120_2.wav,want it
train\040120_20\040120_20.wav,pink
train\040120_200\040120_200.wav,because yyy snails are  snails likes yyy
train\040120_201\040120_201.wav,yeah yyy yyy
train\040120_202\040120_202.wav,yyy
train\040120_203\040120_203.wav,a snail can crawl
train\040120_204\040120_204.wav,that boat
train\040120_205\040120_205.wav,the yyy
train\040120_206\040120_206.wav,yyy in the water
train\040120_207\040120_207.wav,in the water
train\040120_208\040120_208.wav,yyy yyy
train\040120_209\040120_209.wav,water all yyy the lighthouse
train\040120_21\040120_21.wav,green
train\040120_210\040120_210.wav,fly a kite
train\040120_211\040120_211.wav,yyy is flying
train\040120_212\040120_212.wav,no us dont has yyy
train\040120_213\040120_213.wav,yeah i pick lots lots shells
train\040120_214\040120_214.wav,i just yyy daddy
train\040120_215\040120_215.wav,but i yyy cant yyy too much yyy
train\040120_216\040120_216.wav,but i cant yyy
train\040120_217\040120_217.wav,yyy
train\040120_218\040120_218.wav,beach story
train\040120_219\040120_219.wav,a octopus
train\040120_22\040120_22.wav,i want pink
train\040120_220\040120_220.wav,what s that
train\040120_221\040120_221.wav,is this is a octopus
train\040120_222\040120_222.wav,oh i know octopuses
train\040120_223\040120_223.wav,yyy yyy yyy yyy
train\040120_224\040120_224.wav,how bout mom
train\040120_225\040120_225.wav,how bout mom
train\040120_226\040120_226.wav,okay
train\040120_227\040120_227.wav,two octopuses
train\040120_228\040120_228.wav,what is that
train\040120_23\040120_23.wav,i want it
train\040120_24\040120_24.wav,i want blue
train\040120_25\040120_25.wav,okay
train\040120_26\040120_26.wav,i want yellow
train\040120_27\040120_27.wav,i want yellow
train\040120_28\040120_28.wav,i want green
train\040120_29\040120_29.wav,i want blue green
train\040120_3\040120_3.wav,watch me do it
train\040120_30\040120_30.wav,i stuck it to a boat
train\040120_31\040120_31.wav,i want green
train\040120_32\040120_32.wav,i want pink
train\040120_33\040120_33.wav,i want blue
train\040120_34\040120_34.wav,that s a point
train\040120_35\040120_35.wav,a yellow
train\040120_36\040120_36.wav,i want yellow
train\040120_37\040120_37.wav,that s a special point
train\040120_38\040120_38.wav,i want green
train\040120_39\040120_39.wav,i want green
train\040120_4\040120_4.wav,i want it
train\040120_40\040120_40.wav,thats a special point
train\040120_41\040120_41.wav,a tape
train\040120_42\040120_42.wav,i want pink
train\040120_43\040120_43.wav,i want pink
train\040120_44\040120_44.wav,that not a special point
train\040120_45\040120_45.wav,i want pink
train\040120_46\040120_46.wav,ah thats a special point
train\040120_47\040120_47.wav,i want green
train\040120_48\040120_48.wav,that not a special point
train\040120_49\040120_49.wav,i want blue
train\040120_5\040120_5.wav,i want it
train\040120_50\040120_50.wav,thats a special point
train\040120_51\040120_51.wav,yyy that is a special point
train\040120_52\040120_52.wav,that silly
train\040120_53\040120_53.wav,dont eat my ball
train\040120_54\040120_54.wav,womc wants what
train\040120_55\040120_55.wav,womc wants wheels
train\040120_56\040120_56.wav,wheels
train\040120_57\040120_57.wav,wheels
train\040120_58\040120_58.wav,wants wheels
train\040120_59\040120_59.wav,wants wheels
train\040120_6\040120_6.wav,i want it
train\040120_60\040120_60.wav,womc wants what
train\040120_61\040120_61.wav,womc wants water
train\040120_62\040120_62.wav,i thirsty
train\040120_63\040120_63.wav,wants waters
train\040120_64\040120_64.wav,womc wants yyy
train\040120_65\040120_65.wav,womc wants yyy
train\040120_66\040120_66.wav,one one two three four five six seven
train\040120_67\040120_67.wav,want weeds
train\040120_68\040120_68.wav,wants weeds
train\040120_69\040120_69.wav,womc wants what
train\040120_7\040120_7.wav,oh it stuck to a painting
train\040120_70\040120_70.wav,wishes
train\040120_71\040120_71.wav,womc wants what
train\040120_72\040120_72.wav,well
train\040120_73\040120_73.wav,yyy wells
train\040120_74\040120_74.wav,a well
train\040120_75\040120_75.wav,bucket
train\040120_76\040120_76.wav,bucket
train\040120_77\040120_77.wav,wants wells
train\040120_78\040120_78.wav,womc wants wings
train\040120_79\040120_79.wav,wig
train\040120_8\040120_8.wav,i want it
train\040120_80\040120_80.wav,wants wigs
train\040120_81\040120_81.wav,womc wants what
train\040120_82\040120_82.wav,bees
train\040120_83\040120_83.wav,wants bees
train\040120_84\040120_84.wav,womc wants what
train\040120_85\040120_85.wav,womc wants  what these
train\040120_86\040120_86.wav,womc wants whips
train\040120_87\040120_87.wav,that not a whip
train\040120_88\040120_88.wav,hat
train\040120_89\040120_89.wav,whip
train\040120_9\040120_9.wav,it sticks
train\040120_90\040120_90.wav,womc wants pots
train\040120_91\040120_91.wav,woks
train\040120_92\040120_92.wav,us has that big wok at home
train\040120_93\040120_93.wav,wok
train\040120_94\040120_94.wav,wants woks
train\040120_95\040120_95.wav,i all done
train\040120_96\040120_96.wav,king
train\040120_97\040120_97.wav,queen
train\040120_98\040120_98.wav,cup
train\040120_99\040120_99.wav,coffee
train\040200_1\040200_1.wav,i want to cut this
train\040200_10\040200_10.wav,witch
train\040200_100\040200_100.wav,animal
train\040200_101\040200_101.wav,yyy real
train\040200_102\040200_102.wav,so much cheerios yyy yyy eat yyy
train\040200_103\040200_103.wav,no he not eat the cheerios
train\040200_104\040200_104.wav,yyy yyy yyy yyy the cheerios
train\040200_105\040200_105.wav,just stuff it all yyy in his cheek
train\040200_106\040200_106.wav,little
train\040200_107\040200_107.wav,on the ground
train\040200_108\040200_108.wav,yyy eat the cheerios
train\040200_109\040200_109.wav,yyy eat the cheerios yyy
train\040200_11\040200_11.wav,cat
train\040200_110\040200_110.wav,yeah cheerios lots lots
train\040200_111\040200_111.wav,yyy so much cheerios
train\040200_112\040200_112.wav,no he just stuff yyy all in his cheeks
train\040200_113\040200_113.wav,how many
train\040200_114\040200_114.wav,i forget
train\040200_115\040200_115.wav,more
train\040200_116\040200_116.wav,more lots more mom
train\040200_117\040200_117.wav,it tried to go in its tube
train\040200_118\040200_118.wav,he tried to go in his tube
train\040200_119\040200_119.wav,but it cant because yyy cheerios is in his cheek
train\040200_12\040200_12.wav,want a cat
train\040200_120\040200_120.wav,tried to go in his tube
train\040200_121\040200_121.wav,but it cant because all those cheerios is in his cheek
train\040200_122\040200_122.wav,somebody was patting his bum
train\040200_123\040200_123.wav,i want watch it again tara
train\040200_124\040200_124.wav,hamster
train\040200_125\040200_125.wav,cheerios yyy in his mouth
train\040200_126\040200_126.wav,ten
train\040200_127\040200_127.wav,how much now
train\040200_128\040200_128.wav,how much cheerios now
train\040200_129\040200_129.wav,gonna pat his bum
train\040200_13\040200_13.wav,a baby
train\040200_130\040200_130.wav,see
train\040200_131\040200_131.wav,that was fun
train\040200_132\040200_132.wav,a squirrel that takes a candy bar
train\040200_133\040200_133.wav,stickers
train\040200_134\040200_134.wav,can i can keep them
train\040200_135\040200_135.wav,i want a nut
train\040200_136\040200_136.wav,go in squirrel
train\040200_137\040200_137.wav,where is a squirrel
train\040200_138\040200_138.wav,i want tell my mom now
train\040200_139\040200_139.wav,there is a squirrel
train\040200_14\040200_14.wav,bib
train\040200_140\040200_140.wav,go to a candy machine yyy right in it
train\040200_141\040200_141.wav,yeah no
train\040200_142\040200_142.wav,go right in a candy machine
train\040200_143\040200_143.wav,he put him in a candy machine
train\040200_144\040200_144.wav,he put him in a candy machine
train\040200_145\040200_145.wav,and he get a candy
train\040200_146\040200_146.wav,that squirrel yyy
train\040200_147\040200_147.wav,us saw the squirrels tail
train\040200_148\040200_148.wav,the whole body went in a candy machine
train\040200_149\040200_149.wav,yyy
train\040200_15\040200_15.wav,wants a bib
train\040200_150\040200_150.wav,yyy a candy machine
train\040200_151\040200_151.wav,a candy bar
train\040200_152\040200_152.wav,and he run away
train\040200_153\040200_153.wav,and eat the candy bar
train\040200_154\040200_154.wav,i dont know maybe all
train\040200_155\040200_155.wav,one with nuts
train\040200_156\040200_156.wav,probably
train\040200_157\040200_157.wav,because squirrels like nuts
train\040200_158\040200_158.wav,i ready
train\040200_159\040200_159.wav,what kind bird is this
train\040200_16\040200_16.wav,want bib
train\040200_160\040200_160.wav,a seagull
train\040200_161\040200_161.wav,he eating the chips
train\040200_162\040200_162.wav,ah yeah yeah sometimes
train\040200_163\040200_163.wav,mom ready come in
train\040200_164\040200_164.wav,remember us went to a beach
train\040200_165\040200_165.wav,birds yyy yyy steal a chips ma
train\040200_166\040200_166.wav,a yyy no a yyy seagull yyy
train\040200_167\040200_167.wav,no a seagull
train\040200_168\040200_168.wav,a seagull
train\040200_169\040200_169.wav,a seagull
train\040200_17\040200_17.wav,bib
train\040200_170\040200_170.wav,no a seagull
train\040200_171\040200_171.wav,yyy seagull
train\040200_172\040200_172.wav,yyy yyy in a store
train\040200_173\040200_173.wav,to steal something
train\040200_174\040200_174.wav,yyy yyy yyy steal the chips
train\040200_175\040200_175.wav,into a store
train\040200_176\040200_176.wav,yyy yyy steal the chips
train\040200_177\040200_177.wav,he steal a chips
train\040200_178\040200_178.wav,he just steal yyy
train\040200_179\040200_179.wav,outside
train\040200_18\040200_18.wav,a boy
train\040200_180\040200_180.wav,steal the chips
train\040200_181\040200_181.wav,yyy run away with the chips
train\040200_182\040200_182.wav,he eat the chips
train\040200_183\040200_183.wav,i want watch it again
train\040200_184\040200_184.wav,big bug
train\040200_185\040200_185.wav,big bug
train\040200_186\040200_186.wav,a big sun
train\040200_187\040200_187.wav,big sun
train\040200_188\040200_188.wav,theres a shell
train\040200_189\040200_189.wav,big sun
train\040200_19\040200_19.wav,a soap
train\040200_190\040200_190.wav,a big nut
train\040200_191\040200_191.wav,he cant fit that nut in his mouth
train\040200_192\040200_192.wav,he need to take teenie little bits
train\040200_193\040200_193.wav,big nut
train\040200_194\040200_194.wav,big nut
train\040200_195\040200_195.wav,big pup
train\040200_196\040200_196.wav,tongue
train\040200_197\040200_197.wav,big tongue
train\040200_198\040200_198.wav,what is that
train\040200_199\040200_199.wav,pig run
train\040200_2\040200_2.wav,i want to cut this and this and this and this and this and this
train\040200_20\040200_20.wav,soap
train\040200_200\040200_200.wav,i want do it
train\040200_201\040200_201.wav,pig run
train\040200_202\040200_202.wav,pig come
train\040200_203\040200_203.wav,pig won
train\040200_204\040200_204.wav,pig fun
train\040200_205\040200_205.wav,pig fun
train\040200_206\040200_206.wav,pig gum
train\040200_207\040200_207.wav,i can push this
train\040200_208\040200_208.wav,theres the gum
train\040200_209\040200_209.wav,i want to push this
train\040200_21\040200_21.wav,soap
train\040200_210\040200_210.wav,one ship
train\040200_211\040200_211.wav,ship in the water
train\040200_212\040200_212.wav,one mitt
train\040200_213\040200_213.wav,mitten
train\040200_214\040200_214.wav,mitten
train\040200_215\040200_215.wav,mitten
train\040200_216\040200_216.wav,one kitten
train\040200_217\040200_217.wav,kitten
train\040200_218\040200_218.wav,one kitten
train\040200_219\040200_219.wav,wig
train\040200_22\040200_22.wav,soap
train\040200_220\040200_220.wav,pig
train\040200_221\040200_221.wav,one wig
train\040200_222\040200_222.wav,one pig
train\040200_223\040200_223.wav,a big yak
train\040200_224\040200_224.wav,a big yak
train\040200_225\040200_225.wav,a big sock
train\040200_226\040200_226.wav,a sock
train\040200_227\040200_227.wav,a big sock
train\040200_228\040200_228.wav,a big yell
train\040200_229\040200_229.wav,a santa claus
train\040200_23\040200_23.wav,i want soap
train\040200_230\040200_230.wav,i like santa claus
train\040200_231\040200_231.wav,a big sack
train\040200_232\040200_232.wav,big sack
train\040200_233\040200_233.wav,yyy big sack
train\040200_234\040200_234.wav,a toys
train\040200_235\040200_235.wav,big yawn
train\040200_236\040200_236.wav,yyy
train\040200_237\040200_237.wav,buh bye tara you tomorrow
train\040200_238\040200_238.wav,actually no i gotta go to school tomorrow
train\040200_239\040200_239.wav,stick
train\040200_24\040200_24.wav,a squirrel
train\040200_25\040200_25.wav,nut
train\040200_26\040200_26.wav,i want nut
train\040200_27\040200_27.wav,0i want a nut
train\040200_28\040200_28.wav,pink
train\040200_29\040200_29.wav,pink bib
train\040200_3\040200_3.wav,all these pictures
train\040200_30\040200_30.wav,0a farmer
train\040200_31\040200_31.wav,0a pig
train\040200_32\040200_32.wav,0a pig
train\040200_33\040200_33.wav,i want a pig
train\040200_34\040200_34.wav,a bug
train\040200_35\040200_35.wav,no a ladybug
train\040200_36\040200_36.wav,i want a ladybug
train\040200_37\040200_37.wav,bopeep
train\040200_38\040200_38.wav,bopeep
train\040200_39\040200_39.wav,a sheep
train\040200_4\040200_4.wav,i want to cut this
train\040200_40\040200_40.wav,i want a sheep
train\040200_41\040200_41.wav,nancy is not at my school anymore
train\040200_42\040200_42.wav,alisha
train\040200_43\040200_43.wav,i like
train\040200_44\040200_44.wav,what is a season
train\040200_45\040200_45.wav,fall
train\040200_46\040200_46.wav,all the leaves fall off of the trees
train\040200_47\040200_47.wav,i see that
train\040200_48\040200_48.wav,what is it
train\040200_49\040200_49.wav,what is it
train\040200_5\040200_5.wav,want
train\040200_50\040200_50.wav,turkey
train\040200_51\040200_51.wav,car
train\040200_52\040200_52.wav,i see a turkey in a car
train\040200_53\040200_53.wav,a duck
train\040200_54\040200_54.wav,where is that duck
train\040200_55\040200_55.wav,i see a duck
train\040200_56\040200_56.wav,pumpkin
train\040200_57\040200_57.wav,two pumpkins
train\040200_58\040200_58.wav,no two pumpkins
train\040200_59\040200_59.wav,i see yyy two pumpkins
train\040200_6\040200_6.wav,womc womc womc
train\040200_60\040200_60.wav,pumpkin
train\040200_61\040200_61.wav,a rake
train\040200_62\040200_62.wav,i see a horse
train\040200_63\040200_63.wav,i see corn
train\040200_64\040200_64.wav,corn
train\040200_65\040200_65.wav,and theres more corn
train\040200_66\040200_66.wav,apples
train\040200_67\040200_67.wav,i see apple juice
train\040200_68\040200_68.wav,i see a bear
train\040200_69\040200_69.wav,i see a snowman
train\040200_7\040200_7.wav,what
train\040200_70\040200_70.wav,i see a gate
train\040200_71\040200_71.wav,i see snow
train\040200_72\040200_72.wav,snow
train\040200_73\040200_73.wav,0a sun
train\040200_74\040200_74.wav,0i see a sun
train\040200_75\040200_75.wav,a snowball
train\040200_76\040200_76.wav,i like candy
train\040200_77\040200_77.wav,pin
train\040200_78\040200_78.wav,nut pin
train\040200_79\040200_79.wav,pin nut
train\040200_8\040200_8.wav,i want that
train\040200_80\040200_80.wav,nut pin bug
train\040200_81\040200_81.wav,key leaf
train\040200_82\040200_82.wav,key bug
train\040200_83\040200_83.wav,spider candy
train\040200_84\040200_84.wav,pig bell
train\040200_85\040200_85.wav,pig egg
train\040200_86\040200_86.wav,egg
train\040200_87\040200_87.wav,not this not this not this not this not this not this
train\040200_88\040200_88.wav,pig bug egg
train\040200_89\040200_89.wav,a whale
train\040200_9\040200_9.wav,i dont know
train\040200_90\040200_90.wav,thats a big whale
train\040200_91\040200_91.wav,two walruses
train\040200_92\040200_92.wav,go outside
train\040200_93\040200_93.wav,hamster
train\040200_94\040200_94.wav,i dont know what is a hamster
train\040200_95\040200_95.wav,how much
train\040200_96\040200_96.wav,how much cheerios are yyy in his mouth
train\040200_97\040200_97.wav,nineteen
train\040200_98\040200_98.wav,hes gonna get stuck
train\040200_99\040200_99.wav,mommy come back in
train\040207_1\040207_1.wav,penguins
train\040207_10\040207_10.wav,flip
train\040207_100\040207_100.wav,draw
train\040207_101\040207_101.wav,pencils and crayons
train\040207_102\040207_102.wav,pencils and crayons
train\040207_103\040207_103.wav,crayons
train\040207_104\040207_104.wav,crayons
train\040207_105\040207_105.wav,a crane
train\040207_106\040207_106.wav,yyy
train\040207_107\040207_107.wav,i yyy but i dont know
train\040207_108\040207_108.wav,a fridge
train\040207_11\040207_11.wav,pretend pancakes
train\040207_12\040207_12.wav,a flipper
train\040207_13\040207_13.wav,a flipper
train\040207_14\040207_14.wav,my dad uses it
train\040207_15\040207_15.wav,yeah flip
train\040207_16\040207_16.wav,blue
train\040207_17\040207_17.wav,flip
train\040207_18\040207_18.wav,i want to flip
train\040207_19\040207_19.wav,cutting it
train\040207_2\040207_2.wav,penguins
train\040207_20\040207_20.wav,i want to flip
train\040207_21\040207_21.wav,i want to flip
train\040207_22\040207_22.wav,where is it
train\040207_23\040207_23.wav,i want to flip
train\040207_24\040207_24.wav,i want to flip it
train\040207_25\040207_25.wav,cut it
train\040207_26\040207_26.wav,us can make it again
train\040207_27\040207_27.wav,stick it
train\040207_28\040207_28.wav,ready
train\040207_29\040207_29.wav,now you catch it
train\040207_3\040207_3.wav,penguins
train\040207_30\040207_30.wav,i want to flip it
train\040207_31\040207_31.wav,what this does
train\040207_32\040207_32.wav,a purple pop
train\040207_33\040207_33.wav,yyy slide
train\040207_34\040207_34.wav,yyy do again
train\040207_35\040207_35.wav,a store
train\040207_36\040207_36.wav,whats this
train\040207_37\040207_37.wav,sticks
train\040207_38\040207_38.wav,hey where is the popper
train\040207_39\040207_39.wav,spoons
train\040207_4\040207_4.wav,penguins
train\040207_40\040207_40.wav,i can get it
train\040207_41\040207_41.wav,i got it
train\040207_42\040207_42.wav,i got it
train\040207_43\040207_43.wav,okay
train\040207_44\040207_44.wav,what this
train\040207_45\040207_45.wav,swing
train\040207_46\040207_46.wav,sled
train\040207_47\040207_47.wav,a ski
